step,task,chosen,correct,regret
632,A_fixed_goal,protomem,1.0,0.0
633,A_fixed_goal,paramcomp,1.0,0.0
634,A_fixed_goal,protomem,1.0,0.0
635,A_fixed_goal,policy,1.0,0.0
636,A_fixed_goal,policy,1.0,0.0
637,A_fixed_goal,policy,1.0,0.0
638,A_fixed_goal,protomem,1.0,0.0
639,A_fixed_goal,policy,0.0,1.0
640,D_hidden_goal,policy,0.0,1.0
641,D_hidden_goal,policy,0.0,1.0
642,D_hidden_goal,policy,0.0,1.0
643,D_hidden_goal,policy,0.0,1.0
644,D_hidden_goal,policy,0.0,1.0
645,D_hidden_goal,policy,0.0,1.0
646,D_hidden_goal,policy,0.0,1.0
647,D_hidden_goal,policy,0.0,1.0
648,D_hidden_goal,policy,0.0,1.0
649,D_hidden_goal,goalinfer,1.0,0.0
650,D_hidden_goal,policy,0.0,1.0
651,D_hidden_goal,policy,1.0,0.0
652,D_hidden_goal,policy,0.0,1.0
653,D_hidden_goal,policy,0.0,1.0
654,D_hidden_goal,policy,0.0,1.0
655,D_hidden_goal,policy,0.0,1.0
656,D_hidden_goal,policy,0.0,1.0
657,D_hidden_goal,policy,0.0,1.0
658,D_hidden_goal,policy,0.0,1.0
659,D_hidden_goal,policy,0.0,1.0
660,B_goal_transfer,policy,1.0,0.0
661,B_goal_transfer,protomem,1.0,0.0
662,B_goal_transfer,protomem,1.0,0.0
663,B_goal_transfer,protomem,1.0,0.0
664,B_goal_transfer,protomem,1.0,0.0
665,B_goal_transfer,protomem,1.0,0.0
666,B_goal_transfer,policy,0.0,1.0
667,B_goal_transfer,protomem,1.0,0.0
668,B_goal_transfer,policy,1.0,0.0
669,B_goal_transfer,policy,1.0,0.0
670,B_goal_transfer,protomem,1.0,0.0
671,B_goal_transfer,protomem,1.0,0.0
672,B_goal_transfer,protomem,1.0,0.0
673,B_goal_transfer,protomem,1.0,0.0
674,B_goal_transfer,protomem,1.0,0.0
675,B_goal_transfer,policy,1.0,0.0
676,B_goal_transfer,policy,1.0,0.0
677,B_goal_transfer,protomem,1.0,0.0
678,B_goal_transfer,policy,1.0,0.0
679,B_goal_transfer,protomem,1.0,0.0
680,A_fixed_goal,policy,0.0,1.0
681,A_fixed_goal,policy,0.0,1.0
682,A_fixed_goal,policy,1.0,0.0
683,A_fixed_goal,policy,1.0,0.0
684,A_fixed_goal,protomem,1.0,0.0
685,A_fixed_goal,policy,1.0,0.0
686,A_fixed_goal,protomem,1.0,0.0
687,A_fixed_goal,policy,1.0,0.0
688,A_fixed_goal,policy,1.0,0.0
689,A_fixed_goal,protomem,1.0,0.0
690,A_fixed_goal,policy,0.0,1.0
691,A_fixed_goal,policy,1.0,0.0
692,A_fixed_goal,protomem,1.0,0.0
693,A_fixed_goal,paramcomp,1.0,0.0
694,A_fixed_goal,protomem,1.0,0.0
695,A_fixed_goal,policy,1.0,0.0
696,A_fixed_goal,policy,1.0,0.0
697,A_fixed_goal,policy,1.0,0.0
698,A_fixed_goal,protomem,1.0,0.0
699,A_fixed_goal,policy,0.0,1.0
700,B_goal_transfer,protomem,1.0,0.0
701,B_goal_transfer,policy,1.0,0.0
702,B_goal_transfer,protomem,1.0,0.0
703,B_goal_transfer,protomem,1.0,0.0
704,B_goal_transfer,protomem,1.0,0.0
705,B_goal_transfer,protomem,1.0,0.0
706,B_goal_transfer,protomem,1.0,0.0
707,B_goal_transfer,protomem,1.0,0.0
708,B_goal_transfer,policy,1.0,0.0
709,B_goal_transfer,protomem,1.0,0.0
710,B_goal_transfer,policy,1.0,0.0
711,B_goal_transfer,protomem,1.0,0.0
712,B_goal_transfer,protomem,1.0,0.0
713,B_goal_transfer,protomem,1.0,0.0
714,B_goal_transfer,policy,1.0,0.0
715,B_goal_transfer,protomem,1.0,0.0
716,B_goal_transfer,policy,0.0,1.0
717,B_goal_transfer,protomem,1.0,0.0
718,B_goal_transfer,protomem,1.0,0.0
719,B_goal_transfer,protomem,1.0,0.0
720,C_dense_support,policy,0.0,1.0
721,C_dense_support,policy,0.0,1.0
722,C_dense_support,policy,1.0,0.0
723,C_dense_support,policy,1.0,0.0
724,C_dense_support,protomem,1.0,0.0
725,C_dense_support,policy,1.0,0.0
726,C_dense_support,protomem,1.0,0.0
727,C_dense_support,policy,1.0,0.0
728,C_dense_support,policy,1.0,0.0
729,C_dense_support,protomem,1.0,0.0
730,C_dense_support,policy,0.0,1.0
731,C_dense_support,policy,1.0,0.0
732,C_dense_support,protomem,1.0,0.0
733,C_dense_support,protomem,1.0,0.0
734,C_dense_support,protomem,1.0,0.0
735,C_dense_support,policy,1.0,0.0
736,C_dense_support,policy,1.0,0.0
737,C_dense_support,policy,1.0,0.0
738,C_dense_support,protomem,1.0,0.0
739,C_dense_support,policy,0.0,1.0
740,B_goal_transfer,policy,1.0,0.0
741,B_goal_transfer,protomem,1.0,0.0
742,B_goal_transfer,policy,1.0,0.0
743,B_goal_transfer,protomem,1.0,0.0
744,B_goal_transfer,protomem,1.0,0.0
745,B_goal_transfer,policy,1.0,0.0
746,B_goal_transfer,policy,1.0,0.0
747,B_goal_transfer,policy,1.0,0.0
748,B_goal_transfer,policy,1.0,0.0
749,B_goal_transfer,policy,1.0,0.0
750,B_goal_transfer,protomem,1.0,0.0
751,B_goal_transfer,policy,1.0,0.0
752,B_goal_transfer,protomem,1.0,0.0
753,B_goal_transfer,protomem,1.0,0.0
754,B_goal_transfer,protomem,1.0,0.0
755,B_goal_transfer,protomem,1.0,0.0
756,B_goal_transfer,protomem,1.0,0.0
757,B_goal_transfer,policy,1.0,0.0
758,B_goal_transfer,protomem,1.0,0.0
759,B_goal_transfer,protomem,1.0,0.0
760,A_fixed_goal,policy,1.0,0.0
761,A_fixed_goal,protomem,1.0,0.0
762,A_fixed_goal,policy,1.0,0.0
763,A_fixed_goal,protomem,1.0,0.0
764,A_fixed_goal,policy,1.0,0.0
765,A_fixed_goal,protomem,1.0,0.0
766,A_fixed_goal,policy,1.0,0.0
767,A_fixed_goal,protomem,1.0,0.0
768,A_fixed_goal,protomem,1.0,0.0
769,A_fixed_goal,policy,1.0,0.0
770,A_fixed_goal,policy,1.0,0.0
771,A_fixed_goal,policy,1.0,0.0
772,A_fixed_goal,protomem,1.0,0.0
773,A_fixed_goal,protomem,1.0,0.0
774,A_fixed_goal,protomem,1.0,0.0
775,A_fixed_goal,protomem,1.0,0.0
776,A_fixed_goal,protomem,1.0,0.0
777,A_fixed_goal,policy,0.0,1.0
778,A_fixed_goal,policy,1.0,0.0
779,A_fixed_goal,protomem,1.0,0.0
780,B_goal_transfer,policy,1.0,0.0
781,B_goal_transfer,policy,1.0,0.0
782,B_goal_transfer,policy,1.0,0.0
783,B_goal_transfer,policy,1.0,0.0
784,B_goal_transfer,protomem,1.0,0.0
785,B_goal_transfer,policy,1.0,0.0
786,B_goal_transfer,policy,1.0,0.0
787,B_goal_transfer,protomem,1.0,0.0
788,B_goal_transfer,protomem,1.0,0.0
789,B_goal_transfer,protomem,1.0,0.0
790,B_goal_transfer,protomem,1.0,0.0
791,B_goal_transfer,policy,1.0,0.0
792,B_goal_transfer,protomem,1.0,0.0
793,B_goal_transfer,protomem,1.0,0.0
794,B_goal_transfer,paramcomp,1.0,0.0
795,B_goal_transfer,policy,1.0,0.0
796,B_goal_transfer,policy,1.0,0.0
797,B_goal_transfer,protomem,1.0,0.0
798,B_goal_transfer,policy,1.0,0.0
799,B_goal_transfer,protomem,1.0,0.0
800,D_hidden_goal,protomem,1.0,0.0
801,D_hidden_goal,policy,0.0,1.0
802,D_hidden_goal,protomem,1.0,0.0
803,D_hidden_goal,policy,0.0,1.0
804,D_hidden_goal,policy,0.0,1.0
805,D_hidden_goal,policy,0.0,1.0
806,D_hidden_goal,policy,0.0,1.0
807,D_hidden_goal,policy,0.0,1.0
808,D_hidden_goal,policy,0.0,1.0
809,D_hidden_goal,policy,0.0,1.0
810,D_hidden_goal,policy,0.0,1.0
811,D_hidden_goal,policy,0.0,1.0
812,D_hidden_goal,policy,0.0,1.0
813,D_hidden_goal,policy,0.0,1.0
814,D_hidden_goal,policy,0.0,1.0
815,D_hidden_goal,goalinfer,1.0,0.0
816,D_hidden_goal,policy,0.0,1.0
817,D_hidden_goal,policy,0.0,1.0
818,D_hidden_goal,policy,0.0,1.0
819,D_hidden_goal,policy,1.0,0.0
820,B_goal_transfer,policy,1.0,0.0
821,B_goal_transfer,policy,1.0,0.0
822,B_goal_transfer,policy,1.0,0.0
823,B_goal_transfer,protomem,1.0,0.0
824,B_goal_transfer,protomem,1.0,0.0
825,B_goal_transfer,protomem,1.0,0.0
826,B_goal_transfer,protomem,1.0,0.0
827,B_goal_transfer,protomem,1.0,0.0
828,B_goal_transfer,protomem,1.0,0.0
829,B_goal_transfer,protomem,1.0,0.0
830,B_goal_transfer,policy,1.0,0.0
831,B_goal_transfer,protomem,1.0,0.0
832,B_goal_transfer,protomem,1.0,0.0
833,B_goal_transfer,policy,1.0,0.0
834,B_goal_transfer,protomem,1.0,0.0
835,B_goal_transfer,policy,1.0,0.0
836,B_goal_transfer,protomem,1.0,0.0
837,B_goal_transfer,protomem,1.0,0.0
838,B_goal_transfer,protomem,1.0,0.0
839,B_goal_transfer,protomem,1.0,0.0
840,D_hidden_goal,policy,0.0,1.0
841,D_hidden_goal,policy,0.0,1.0
842,D_hidden_goal,policy,0.0,1.0
843,D_hidden_goal,policy,0.0,1.0
844,D_hidden_goal,policy,0.0,1.0
845,D_hidden_goal,policy,0.0,1.0
846,D_hidden_goal,policy,0.0,1.0
847,D_hidden_goal,policy,0.0,1.0
848,D_hidden_goal,policy,0.0,1.0
849,D_hidden_goal,policy,0.0,1.0
850,D_hidden_goal,policy,0.0,1.0
851,D_hidden_goal,policy,0.0,1.0
852,D_hidden_goal,policy,0.0,1.0
853,D_hidden_goal,policy,0.0,1.0
854,D_hidden_goal,policy,0.0,1.0
855,D_hidden_goal,policy,0.0,1.0
856,D_hidden_goal,policy,0.0,1.0
857,D_hidden_goal,protomem,1.0,0.0
858,D_hidden_goal,policy,0.0,1.0
859,D_hidden_goal,policy,0.0,1.0
860,A_fixed_goal,policy,1.0,0.0
861,A_fixed_goal,protomem,1.0,0.0
862,A_fixed_goal,policy,1.0,0.0
863,A_fixed_goal,protomem,1.0,0.0
864,A_fixed_goal,policy,1.0,0.0
865,A_fixed_goal,policy,1.0,0.0
866,A_fixed_goal,protomem,1.0,0.0
867,A_fixed_goal,policy,1.0,0.0
868,A_fixed_goal,policy,0.0,1.0
869,A_fixed_goal,protomem,1.0,0.0
870,A_fixed_goal,protomem,1.0,0.0
871,A_fixed_goal,protomem,1.0,0.0
872,A_fixed_goal,protomem,1.0,0.0
873,A_fixed_goal,paramcomp,1.0,0.0
874,A_fixed_goal,policy,1.0,0.0
875,A_fixed_goal,policy,1.0,0.0
876,A_fixed_goal,policy,1.0,0.0
877,A_fixed_goal,protomem,1.0,0.0
878,A_fixed_goal,protomem,1.0,0.0
879,A_fixed_goal,protomem,1.0,0.0
880,C_dense_support,protomem,1.0,0.0
881,C_dense_support,protomem,1.0,0.0
882,C_dense_support,policy,1.0,0.0
883,C_dense_support,protomem,1.0,0.0
884,C_dense_support,protomem,1.0,0.0
885,C_dense_support,policy,1.0,0.0
886,C_dense_support,policy,1.0,0.0
887,C_dense_support,policy,0.0,1.0
888,C_dense_support,protomem,1.0,0.0
889,C_dense_support,policy,1.0,0.0
890,C_dense_support,policy,1.0,0.0
891,C_dense_support,policy,1.0,0.0
892,C_dense_support,policy,1.0,0.0
893,C_dense_support,policy,0.0,1.0
894,C_dense_support,protomem,1.0,0.0
895,C_dense_support,policy,1.0,0.0
896,C_dense_support,policy,0.0,1.0
897,C_dense_support,policy,1.0,0.0
898,C_dense_support,protomem,1.0,0.0
899,C_dense_support,protomem,1.0,0.0
900,A_fixed_goal,policy,1.0,0.0
901,A_fixed_goal,policy,1.0,0.0
902,A_fixed_goal,protomem,1.0,0.0
903,A_fixed_goal,protomem,1.0,0.0
904,A_fixed_goal,policy,1.0,0.0
905,A_fixed_goal,protomem,1.0,0.0
906,A_fixed_goal,policy,0.0,1.0
907,A_fixed_goal,protomem,1.0,0.0
908,A_fixed_goal,policy,1.0,0.0
909,A_fixed_goal,policy,1.0,0.0
910,A_fixed_goal,protomem,1.0,0.0
911,A_fixed_goal,policy,1.0,0.0
912,A_fixed_goal,protomem,1.0,0.0
913,A_fixed_goal,policy,1.0,0.0
914,A_fixed_goal,protomem,1.0,0.0
915,A_fixed_goal,policy,1.0,0.0
916,A_fixed_goal,protomem,1.0,0.0
917,A_fixed_goal,protomem,1.0,0.0
918,A_fixed_goal,policy,1.0,0.0
919,A_fixed_goal,policy,1.0,0.0
920,D_hidden_goal,policy,0.0,1.0
921,D_hidden_goal,policy,0.0,1.0
922,D_hidden_goal,policy,0.0,1.0
923,D_hidden_goal,policy,0.0,1.0
924,D_hidden_goal,policy,0.0,1.0
925,D_hidden_goal,policy,0.0,1.0
926,D_hidden_goal,policy,0.0,1.0
927,D_hidden_goal,policy,0.0,1.0
928,D_hidden_goal,policy,0.0,1.0
929,D_hidden_goal,policy,0.0,1.0
930,D_hidden_goal,goalinfer,1.0,0.0
931,D_hidden_goal,policy,0.0,1.0
932,D_hidden_goal,policy,0.0,1.0
933,D_hidden_goal,goalinfer,1.0,0.0
934,D_hidden_goal,policy,0.0,1.0
935,D_hidden_goal,policy,0.0,1.0
936,D_hidden_goal,policy,0.0,1.0
937,D_hidden_goal,protomem,1.0,0.0
938,D_hidden_goal,policy,0.0,1.0
939,D_hidden_goal,policy,0.0,1.0
940,D_hidden_goal,policy,0.0,1.0
941,D_hidden_goal,policy,0.0,1.0
942,D_hidden_goal,policy,0.0,1.0
943,D_hidden_goal,policy,0.0,1.0
944,D_hidden_goal,policy,0.0,1.0
945,D_hidden_goal,policy,0.0,1.0
946,D_hidden_goal,policy,0.0,1.0
947,D_hidden_goal,policy,0.0,1.0
948,D_hidden_goal,policy,0.0,1.0
949,D_hidden_goal,policy,0.0,1.0
950,D_hidden_goal,policy,0.0,1.0
951,D_hidden_goal,policy,0.0,1.0
952,D_hidden_goal,policy,0.0,1.0
953,D_hidden_goal,policy,0.0,1.0
954,D_hidden_goal,policy,0.0,1.0
955,D_hidden_goal,policy,0.0,1.0
956,D_hidden_goal,policy,0.0,1.0
957,D_hidden_goal,policy,0.0,1.0
958,D_hidden_goal,policy,0.0,1.0
959,D_hidden_goal,policy,0.0,1.0
960,C_dense_support,policy,1.0,0.0
961,C_dense_support,policy,1.0,0.0
962,C_dense_support,protomem,1.0,0.0
963,C_dense_support,protomem,1.0,0.0
964,C_dense_support,protomem,1.0,0.0
965,C_dense_support,policy,1.0,0.0
966,C_dense_support,protomem,1.0,0.0
967,C_dense_support,policy,1.0,0.0
968,C_dense_support,protomem,1.0,0.0
969,C_dense_support,protomem,1.0,0.0
970,C_dense_support,protomem,1.0,0.0
971,C_dense_support,protomem,1.0,0.0
972,C_dense_support,goalinfer,1.0,0.0
973,C_dense_support,policy,1.0,0.0
974,C_dense_support,protomem,1.0,0.0
975,C_dense_support,protomem,1.0,0.0
976,C_dense_support,protomem,1.0,0.0
977,C_dense_support,goalinfer,1.0,0.0
978,C_dense_support,policy,1.0,0.0
979,C_dense_support,policy,1.0,0.0
980,A_fixed_goal,policy,1.0,0.0
981,A_fixed_goal,policy,1.0,0.0
982,A_fixed_goal,protomem,1.0,0.0
983,A_fixed_goal,protomem,1.0,0.0
984,A_fixed_goal,protomem,1.0,0.0
985,A_fixed_goal,policy,1.0,0.0
986,A_fixed_goal,protomem,1.0,0.0
987,A_fixed_goal,policy,1.0,0.0
988,A_fixed_goal,protomem,1.0,0.0
989,A_fixed_goal,protomem,1.0,0.0
990,A_fixed_goal,protomem,1.0,0.0
991,A_fixed_goal,protomem,1.0,0.0
992,A_fixed_goal,goalinfer,1.0,0.0
993,A_fixed_goal,policy,1.0,0.0
994,A_fixed_goal,protomem,1.0,0.0
995,A_fixed_goal,protomem,1.0,0.0
996,A_fixed_goal,protomem,1.0,0.0
997,A_fixed_goal,goalinfer,1.0,0.0
998,A_fixed_goal,policy,1.0,0.0
999,A_fixed_goal,policy,1.0,0.0
1000,D_hidden_goal,policy,0.0,1.0
1001,D_hidden_goal,policy,0.0,1.0
1002,D_hidden_goal,policy,0.0,1.0
1003,D_hidden_goal,policy,0.0,1.0
1004,D_hidden_goal,policy,0.0,1.0
1005,D_hidden_goal,policy,0.0,1.0
1006,D_hidden_goal,policy,0.0,1.0
1007,D_hidden_goal,policy,0.0,1.0
1008,D_hidden_goal,policy,0.0,1.0
1009,D_hidden_goal,policy,0.0,1.0
1010,D_hidden_goal,policy,0.0,1.0
1011,D_hidden_goal,policy,0.0,1.0
1012,D_hidden_goal,policy,0.0,1.0
1013,D_hidden_goal,policy,0.0,1.0
1014,D_hidden_goal,policy,0.0,1.0
1015,D_hidden_goal,policy,0.0,1.0
1016,D_hidden_goal,policy,0.0,1.0
1017,D_hidden_goal,policy,0.0,1.0
1018,D_hidden_goal,policy,0.0,1.0
1019,D_hidden_goal,policy,0.0,1.0
1020,D_hidden_goal,policy,0.0,1.0
1021,D_hidden_goal,policy,0.0,1.0
1022,D_hidden_goal,policy,0.0,1.0
1023,D_hidden_goal,policy,0.0,1.0
1024,D_hidden_goal,policy,0.0,1.0
1025,D_hidden_goal,policy,0.0,1.0
1026,D_hidden_goal,policy,0.0,1.0
1027,D_hidden_goal,policy,0.0,1.0
1028,D_hidden_goal,policy,0.0,1.0
1029,D_hidden_goal,policy,0.0,1.0
1030,D_hidden_goal,policy,0.0,1.0
1031,D_hidden_goal,policy,0.0,1.0
1032,D_hidden_goal,goalinfer,1.0,0.0
1033,D_hidden_goal,policy,0.0,1.0
1034,D_hidden_goal,policy,0.0,1.0
1035,D_hidden_goal,policy,0.0,1.0
1036,D_hidden_goal,policy,0.0,1.0
1037,D_hidden_goal,policy,0.0,1.0
1038,D_hidden_goal,policy,0.0,1.0
1039,D_hidden_goal,policy,0.0,1.0
1040,A_fixed_goal,policy,0.0,1.0
1041,A_fixed_goal,policy,0.0,1.0
1042,A_fixed_goal,policy,1.0,0.0
1043,A_fixed_goal,policy,1.0,0.0
1044,A_fixed_goal,protomem,1.0,0.0
1045,A_fixed_goal,policy,1.0,0.0
1046,A_fixed_goal,protomem,1.0,0.0
1047,A_fixed_goal,policy,1.0,0.0
1048,A_fixed_goal,policy,1.0,0.0
1049,A_fixed_goal,policy,0.0,1.0
1050,A_fixed_goal,policy,0.0,1.0
1051,A_fixed_goal,policy,1.0,0.0
1052,A_fixed_goal,protomem,1.0,0.0
1053,A_fixed_goal,paramcomp,1.0,0.0
1054,A_fixed_goal,protomem,1.0,0.0
1055,A_fixed_goal,policy,1.0,0.0
1056,A_fixed_goal,policy,1.0,0.0
1057,A_fixed_goal,policy,1.0,0.0
1058,A_fixed_goal,protomem,1.0,0.0
1059,A_fixed_goal,policy,0.0,1.0
1060,D_hidden_goal,policy,0.0,1.0
1061,D_hidden_goal,policy,0.0,1.0
1062,D_hidden_goal,policy,0.0,1.0
1063,D_hidden_goal,policy,0.0,1.0
1064,D_hidden_goal,policy,0.0,1.0
1065,D_hidden_goal,policy,0.0,1.0
1066,D_hidden_goal,policy,0.0,1.0
1067,D_hidden_goal,protomem,1.0,0.0
1068,D_hidden_goal,policy,0.0,1.0
1069,D_hidden_goal,policy,0.0,1.0
1070,D_hidden_goal,policy,0.0,1.0
1071,D_hidden_goal,policy,0.0,1.0
1072,D_hidden_goal,policy,0.0,1.0
1073,D_hidden_goal,policy,0.0,1.0
1074,D_hidden_goal,policy,0.0,1.0
1075,D_hidden_goal,policy,0.0,1.0
1076,D_hidden_goal,policy,0.0,1.0
1077,D_hidden_goal,policy,0.0,1.0
1078,D_hidden_goal,policy,0.0,1.0
1079,D_hidden_goal,policy,0.0,1.0
1080,B_goal_transfer,protomem,1.0,0.0
1081,B_goal_transfer,policy,1.0,0.0
1082,B_goal_transfer,policy,1.0,0.0
1083,B_goal_transfer,protomem,1.0,0.0
1084,B_goal_transfer,policy,1.0,0.0
1085,B_goal_transfer,policy,1.0,0.0
1086,B_goal_transfer,policy,1.0,0.0
1087,B_goal_transfer,policy,1.0,0.0
1088,B_goal_transfer,protomem,1.0,0.0
1089,B_goal_transfer,policy,1.0,0.0
1090,B_goal_transfer,protomem,1.0,0.0
1091,B_goal_transfer,protomem,1.0,0.0
1092,B_goal_transfer,policy,1.0,0.0
1093,B_goal_transfer,protomem,1.0,0.0
1094,B_goal_transfer,protomem,1.0,0.0
1095,B_goal_transfer,policy,1.0,0.0
1096,B_goal_transfer,policy,1.0,0.0
1097,B_goal_transfer,protomem,1.0,0.0
1098,B_goal_transfer,protomem,1.0,0.0
1099,B_goal_transfer,policy,1.0,0.0
1100,C_dense_support,policy,1.0,0.0
1101,C_dense_support,policy,1.0,0.0
1102,C_dense_support,protomem,1.0,0.0
1103,C_dense_support,protomem,1.0,0.0
1104,C_dense_support,protomem,1.0,0.0
1105,C_dense_support,policy,1.0,0.0
1106,C_dense_support,protomem,1.0,0.0
1107,C_dense_support,policy,1.0,0.0
1108,C_dense_support,protomem,1.0,0.0
1109,C_dense_support,protomem,1.0,0.0
1110,C_dense_support,protomem,1.0,0.0
1111,C_dense_support,protomem,1.0,0.0
1112,C_dense_support,policy,0.0,1.0
1113,C_dense_support,policy,1.0,0.0
1114,C_dense_support,protomem,1.0,0.0
1115,C_dense_support,protomem,1.0,0.0
1116,C_dense_support,protomem,1.0,0.0
1117,C_dense_support,policy,0.0,1.0
1118,C_dense_support,policy,1.0,0.0
1119,C_dense_support,policy,1.0,0.0
1120,B_goal_transfer,protomem,1.0,0.0
1121,B_goal_transfer,protomem,1.0,0.0
1122,B_goal_transfer,protomem,1.0,0.0
1123,B_goal_transfer,protomem,1.0,0.0
1124,B_goal_transfer,policy,1.0,0.0
1125,B_goal_transfer,policy,1.0,0.0
1126,B_goal_transfer,protomem,1.0,0.0
1127,B_goal_transfer,protomem,1.0,0.0
1128,B_goal_transfer,policy,1.0,0.0
1129,B_goal_transfer,protomem,1.0,0.0
1130,B_goal_transfer,policy,1.0,0.0
1131,B_goal_transfer,protomem,1.0,0.0
1132,B_goal_transfer,protomem,1.0,0.0
1133,B_goal_transfer,protomem,1.0,0.0
1134,B_goal_transfer,policy,1.0,0.0
1135,B_goal_transfer,protomem,1.0,0.0
1136,B_goal_transfer,protomem,1.0,0.0
1137,B_goal_transfer,policy,1.0,0.0
1138,B_goal_transfer,protomem,1.0,0.0
1139,B_goal_transfer,protomem,1.0,0.0
1140,D_hidden_goal,policy,0.0,1.0
1141,D_hidden_goal,policy,0.0,1.0
1142,D_hidden_goal,policy,0.0,1.0
1143,D_hidden_goal,policy,0.0,1.0
1144,D_hidden_goal,policy,0.0,1.0
1145,D_hidden_goal,goalinfer,1.0,0.0
1146,D_hidden_goal,policy,0.0,1.0
1147,D_hidden_goal,policy,0.0,1.0
1148,D_hidden_goal,policy,0.0,1.0
1149,D_hidden_goal,policy,0.0,1.0
1150,D_hidden_goal,policy,0.0,1.0
1151,D_hidden_goal,policy,0.0,1.0
1152,D_hidden_goal,policy,0.0,1.0
1153,D_hidden_goal,policy,0.0,1.0
1154,D_hidden_goal,policy,0.0,1.0
1155,D_hidden_goal,policy,0.0,1.0
1156,D_hidden_goal,policy,0.0,1.0
1157,D_hidden_goal,policy,0.0,1.0
1158,D_hidden_goal,policy,0.0,1.0
1159,D_hidden_goal,policy,0.0,1.0
1160,A_fixed_goal,policy,1.0,0.0
1161,A_fixed_goal,policy,1.0,0.0
1162,A_fixed_goal,protomem,1.0,0.0
1163,A_fixed_goal,protomem,1.0,0.0
1164,A_fixed_goal,protomem,1.0,0.0
1165,A_fixed_goal,policy,1.0,0.0
1166,A_fixed_goal,protomem,1.0,0.0
1167,A_fixed_goal,policy,1.0,0.0
1168,A_fixed_goal,protomem,1.0,0.0
1169,A_fixed_goal,protomem,1.0,0.0
1170,A_fixed_goal,protomem,1.0,0.0
1171,A_fixed_goal,protomem,1.0,0.0
1172,A_fixed_goal,goalinfer,1.0,0.0
1173,A_fixed_goal,policy,1.0,0.0
1174,A_fixed_goal,protomem,1.0,0.0
1175,A_fixed_goal,protomem,1.0,0.0
1176,A_fixed_goal,protomem,1.0,0.0
1177,A_fixed_goal,goalinfer,1.0,0.0
1178,A_fixed_goal,policy,1.0,0.0
1179,A_fixed_goal,policy,1.0,0.0
1180,D_hidden_goal,policy,0.0,1.0
1181,D_hidden_goal,policy,0.0,1.0
1182,D_hidden_goal,policy,0.0,1.0
1183,D_hidden_goal,policy,0.0,1.0
1184,D_hidden_goal,policy,0.0,1.0
1185,D_hidden_goal,policy,0.0,1.0
1186,D_hidden_goal,policy,0.0,1.0
1187,D_hidden_goal,policy,0.0,1.0
1188,D_hidden_goal,policy,0.0,1.0
1189,D_hidden_goal,policy,1.0,0.0
1190,D_hidden_goal,policy,0.0,1.0
1191,D_hidden_goal,policy,0.0,1.0
1192,D_hidden_goal,policy,0.0,1.0
1193,D_hidden_goal,policy,0.0,1.0
1194,D_hidden_goal,policy,0.0,1.0
1195,D_hidden_goal,goalinfer,1.0,0.0
1196,D_hidden_goal,policy,0.0,1.0
1197,D_hidden_goal,policy,0.0,1.0
1198,D_hidden_goal,policy,0.0,1.0
1199,D_hidden_goal,policy,0.0,1.0
1200,C_dense_support,goalinfer,1.0,0.0
1201,C_dense_support,policy,1.0,0.0
1202,C_dense_support,protomem,1.0,0.0
1203,C_dense_support,protomem,1.0,0.0
1204,C_dense_support,policy,1.0,0.0
1205,C_dense_support,goalinfer,1.0,0.0
1206,C_dense_support,policy,1.0,0.0
1207,C_dense_support,protomem,1.0,0.0
1208,C_dense_support,protomem,1.0,0.0
1209,C_dense_support,policy,1.0,0.0
1210,C_dense_support,protomem,1.0,0.0
1211,C_dense_support,protomem,1.0,0.0
1212,C_dense_support,policy,1.0,0.0
1213,C_dense_support,goalinfer,1.0,0.0
1214,C_dense_support,protomem,1.0,0.0
1215,C_dense_support,policy,1.0,0.0
1216,C_dense_support,protomem,1.0,0.0
1217,C_dense_support,policy,1.0,0.0
1218,C_dense_support,goalinfer,1.0,0.0
1219,C_dense_support,policy,1.0,0.0
1220,A_fixed_goal,policy,1.0,0.0
1221,A_fixed_goal,protomem,1.0,0.0
1222,A_fixed_goal,policy,1.0,0.0
1223,A_fixed_goal,protomem,1.0,0.0
1224,A_fixed_goal,policy,1.0,0.0
1225,A_fixed_goal,policy,1.0,0.0
1226,A_fixed_goal,protomem,1.0,0.0
1227,A_fixed_goal,policy,1.0,0.0
1228,A_fixed_goal,goalinfer,1.0,0.0
1229,A_fixed_goal,protomem,1.0,0.0
1230,A_fixed_goal,protomem,1.0,0.0
1231,A_fixed_goal,protomem,1.0,0.0
1232,A_fixed_goal,protomem,1.0,0.0
1233,A_fixed_goal,paramcomp,1.0,0.0
1234,A_fixed_goal,policy,1.0,0.0
1235,A_fixed_goal,policy,1.0,0.0
1236,A_fixed_goal,policy,1.0,0.0
1237,A_fixed_goal,protomem,1.0,0.0
1238,A_fixed_goal,protomem,1.0,0.0
1239,A_fixed_goal,protomem,1.0,0.0
1240,B_goal_transfer,protomem,1.0,0.0
1241,B_goal_transfer,protomem,1.0,0.0
1242,B_goal_transfer,protomem,1.0,0.0
1243,B_goal_transfer,policy,1.0,0.0
1244,B_goal_transfer,protomem,1.0,0.0
1245,B_goal_transfer,policy,1.0,0.0
1246,B_goal_transfer,policy,1.0,0.0
1247,B_goal_transfer,protomem,1.0,0.0
1248,B_goal_transfer,protomem,1.0,0.0
1249,B_goal_transfer,policy,1.0,0.0
1250,B_goal_transfer,protomem,1.0,0.0
1251,B_goal_transfer,protomem,1.0,0.0
