step,correct,regret,cumulative_regret,cost_normalized_regret,chosen
556,1.0,0.0,130.0,0.2333931777378815,protomem
557,1.0,0.0,130.0,0.23297491039426524,protomem
558,1.0,0.0,130.0,0.23255813953488372,protomem
559,1.0,0.0,130.0,0.23214285714285715,policy
560,0.0,1.0,131.0,0.23351158645276293,policy
561,0.0,1.0,132.0,0.23487544483985764,policy
562,0.0,1.0,133.0,0.23623445825932504,policy
563,0.0,1.0,134.0,0.2375886524822695,policy
564,0.0,1.0,135.0,0.23893805309734514,policy
565,1.0,0.0,135.0,0.23851590106007067,protomem
566,0.0,1.0,136.0,0.23985890652557318,policy
567,0.0,1.0,137.0,0.24119718309859156,policy
568,0.0,1.0,138.0,0.24253075571177504,policy
569,0.0,1.0,139.0,0.24385964912280703,policy
570,0.0,1.0,140.0,0.24518388791593695,policy
571,0.0,1.0,141.0,0.2465034965034965,policy
572,0.0,1.0,142.0,0.24781849912739964,policy
573,0.0,1.0,143.0,0.24912891986062718,policy
574,0.0,1.0,144.0,0.25043478260869567,policy
575,0.0,1.0,145.0,0.2517361111111111,policy
576,0.0,1.0,146.0,0.2530329289428076,policy
577,0.0,1.0,147.0,0.25432525951557095,policy
578,0.0,1.0,148.0,0.2556131260794473,policy
579,0.0,1.0,149.0,0.25689655172413794,policy
580,0.0,1.0,150.0,0.25817555938037867,policy
581,0.0,1.0,151.0,0.25945017182130586,policy
582,0.0,1.0,152.0,0.2607204116638079,policy
583,0.0,1.0,153.0,0.261986301369863,policy
584,1.0,0.0,153.0,0.26153846153846155,goalinfer
585,0.0,1.0,154.0,0.2627986348122867,policy
586,0.0,1.0,155.0,0.26405451448040884,policy
587,0.0,1.0,156.0,0.2653061224489796,policy
588,0.0,1.0,157.0,0.266553480475382,policy
589,0.0,1.0,158.0,0.2677966101694915,policy
590,0.0,1.0,159.0,0.26903553299492383,policy
591,0.0,1.0,160.0,0.2702702702702703,policy
592,0.0,1.0,161.0,0.2715008431703204,policy
593,0.0,1.0,162.0,0.2727272727272727,policy
594,0.0,1.0,163.0,0.2739495798319328,policy
595,0.0,1.0,164.0,0.2751677852348993,policy
596,1.0,0.0,164.0,0.2747068676716918,protomem
597,0.0,1.0,165.0,0.27591973244147155,policy
598,0.0,1.0,166.0,0.27712854757929883,policy
599,1.0,0.0,166.0,0.27666666666666667,policy
600,1.0,0.0,166.0,0.2762063227953411,protomem
601,1.0,0.0,166.0,0.2757475083056478,policy
602,1.0,0.0,166.0,0.2752902155887231,protomem
603,1.0,0.0,166.0,0.27483443708609273,protomem
604,1.0,0.0,166.0,0.2743801652892562,protomem
605,1.0,0.0,166.0,0.2739273927392739,protomem
606,1.0,0.0,166.0,0.27347611202635913,protomem
607,1.0,0.0,166.0,0.2730263157894737,policy
608,1.0,0.0,166.0,0.27257799671592775,policy
609,1.0,0.0,166.0,0.2721311475409836,protomem
610,1.0,0.0,166.0,0.27168576104746317,protomem
611,1.0,0.0,166.0,0.27124183006535946,protomem
612,1.0,0.0,166.0,0.2707993474714519,protomem
613,1.0,0.0,166.0,0.2703583061889251,policy
614,1.0,0.0,166.0,0.26991869918699185,policy
615,1.0,0.0,166.0,0.2694805194805195,protomem
616,1.0,0.0,166.0,0.26904376012965964,protomem
617,1.0,0.0,166.0,0.2686084142394822,policy
618,1.0,0.0,166.0,0.2681744749596123,protomem
619,1.0,0.0,166.0,0.267741935483871,policy
620,0.0,1.0,167.0,0.2689210950080515,policy
621,0.0,1.0,168.0,0.27009646302250806,policy
622,1.0,0.0,168.0,0.2696629213483146,policy
623,1.0,0.0,168.0,0.2692307692307692,policy
624,1.0,0.0,168.0,0.2688,protomem
625,1.0,0.0,168.0,0.268370607028754,policy
626,1.0,0.0,168.0,0.2679425837320574,protomem
627,1.0,0.0,168.0,0.267515923566879,policy
628,1.0,0.0,168.0,0.2670906200317965,policy
629,1.0,0.0,168.0,0.26666666666666666,protomem
630,0.0,1.0,169.0,0.26782884310618066,policy
631,1.0,0.0,169.0,0.2674050632911392,policy
632,1.0,0.0,169.0,0.2669826224328594,protomem
633,1.0,0.0,169.0,0.2665615141955836,paramcomp
634,1.0,0.0,169.0,0.26614173228346455,protomem
635,1.0,0.0,169.0,0.26572327044025157,policy
636,1.0,0.0,169.0,0.2653061224489796,policy
637,1.0,0.0,169.0,0.26489028213166144,policy
638,1.0,0.0,169.0,0.2644757433489828,protomem
639,0.0,1.0,170.0,0.265625,policy
640,0.0,1.0,171.0,0.2667706708268331,policy
641,0.0,1.0,172.0,0.26791277258566976,policy
642,0.0,1.0,173.0,0.2690513219284603,policy
643,0.0,1.0,174.0,0.2701863354037267,policy
644,0.0,1.0,175.0,0.2713178294573643,policy
645,0.0,1.0,176.0,0.2724458204334365,policy
646,0.0,1.0,177.0,0.2735703245749614,policy
647,0.0,1.0,178.0,0.27469135802469136,policy
648,0.0,1.0,179.0,0.275808936825886,policy
649,1.0,0.0,179.0,0.2753846153846154,goalinfer
650,0.0,1.0,180.0,0.2764976958525346,policy
651,1.0,0.0,180.0,0.27607361963190186,policy
652,0.0,1.0,181.0,0.2771822358346095,policy
653,0.0,1.0,182.0,0.2782874617737003,policy
654,0.0,1.0,183.0,0.27938931297709924,policy
655,0.0,1.0,184.0,0.2804878048780488,policy
656,0.0,1.0,185.0,0.2815829528158295,policy
657,0.0,1.0,186.0,0.2826747720364742,policy
658,0.0,1.0,187.0,0.283763277693475,policy
659,0.0,1.0,188.0,0.28484848484848485,policy
660,1.0,0.0,188.0,0.2844175491679274,policy
661,1.0,0.0,188.0,0.283987915407855,protomem
662,1.0,0.0,188.0,0.28355957767722473,protomem
663,1.0,0.0,188.0,0.28313253012048195,protomem
664,1.0,0.0,188.0,0.28270676691729324,protomem
665,1.0,0.0,188.0,0.2822822822822823,protomem
666,0.0,1.0,189.0,0.28335832083958024,policy
667,1.0,0.0,189.0,0.28293413173652693,protomem
668,1.0,0.0,189.0,0.2825112107623318,policy
669,1.0,0.0,189.0,0.282089552238806,policy
670,1.0,0.0,189.0,0.2816691505216095,protomem
671,1.0,0.0,189.0,0.28125,protomem
672,1.0,0.0,189.0,0.28083209509658247,protomem
673,1.0,0.0,189.0,0.28041543026706234,protomem
674,1.0,0.0,189.0,0.28,protomem
675,1.0,0.0,189.0,0.27958579881656803,policy
676,1.0,0.0,189.0,0.2791728212703102,policy
677,1.0,0.0,189.0,0.27876106194690264,protomem
678,1.0,0.0,189.0,0.27835051546391754,policy
679,1.0,0.0,189.0,0.27794117647058825,protomem
680,0.0,1.0,190.0,0.2790014684287812,policy
681,0.0,1.0,191.0,0.28005865102639294,policy
682,1.0,0.0,191.0,0.2796486090775988,policy
683,1.0,0.0,191.0,0.27923976608187134,policy
684,1.0,0.0,191.0,0.27883211678832115,protomem
685,1.0,0.0,191.0,0.2784256559766764,policy
686,1.0,0.0,191.0,0.2780203784570597,protomem
687,1.0,0.0,191.0,0.27761627906976744,policy
688,1.0,0.0,191.0,0.2772133526850508,policy
689,1.0,0.0,191.0,0.2768115942028985,protomem
690,0.0,1.0,192.0,0.2778581765557164,policy
691,1.0,0.0,192.0,0.2774566473988439,policy
692,1.0,0.0,192.0,0.27705627705627706,protomem
693,1.0,0.0,192.0,0.276657060518732,paramcomp
694,1.0,0.0,192.0,0.2762589928057554,protomem
695,1.0,0.0,192.0,0.27586206896551724,policy
696,1.0,0.0,192.0,0.27546628407460544,policy
697,1.0,0.0,192.0,0.27507163323782235,policy
698,1.0,0.0,192.0,0.27467811158798283,protomem
699,0.0,1.0,193.0,0.2757142857142857,policy
700,1.0,0.0,193.0,0.275320970042796,protomem
701,1.0,0.0,193.0,0.27492877492877493,policy
702,1.0,0.0,193.0,0.27453769559032715,protomem
703,1.0,0.0,193.0,0.2741477272727273,protomem
704,1.0,0.0,193.0,0.27375886524822696,protomem
705,1.0,0.0,193.0,0.273371104815864,protomem
706,1.0,0.0,193.0,0.272984441301273,protomem
707,1.0,0.0,193.0,0.2725988700564972,protomem
708,1.0,0.0,193.0,0.27221438645980256,policy
709,1.0,0.0,193.0,0.271830985915493,protomem
710,1.0,0.0,193.0,0.2714486638537271,policy
711,1.0,0.0,193.0,0.2710674157303371,protomem
712,1.0,0.0,193.0,0.270687237026648,protomem
713,1.0,0.0,193.0,0.2703081232492997,protomem
714,1.0,0.0,193.0,0.2699300699300699,policy
715,1.0,0.0,193.0,0.26955307262569833,protomem
716,0.0,1.0,194.0,0.2705718270571827,policy
717,1.0,0.0,194.0,0.27019498607242337,protomem
718,1.0,0.0,194.0,0.2698191933240612,protomem
719,1.0,0.0,194.0,0.26944444444444443,protomem
720,0.0,1.0,195.0,0.27045769764216365,policy
721,0.0,1.0,196.0,0.27146814404432135,policy
722,1.0,0.0,196.0,0.2710926694329184,policy
723,1.0,0.0,196.0,0.27071823204419887,policy
724,1.0,0.0,196.0,0.27034482758620687,protomem
725,1.0,0.0,196.0,0.2699724517906336,policy
726,1.0,0.0,196.0,0.2696011004126547,protomem
727,1.0,0.0,196.0,0.2692307692307692,policy
728,1.0,0.0,196.0,0.26886145404663925,policy
729,1.0,0.0,196.0,0.2684931506849315,protomem
730,0.0,1.0,197.0,0.2694938440492476,policy
731,1.0,0.0,197.0,0.2691256830601093,policy
732,1.0,0.0,197.0,0.26875852660300137,protomem
733,1.0,0.0,197.0,0.2683923705722071,protomem
734,1.0,0.0,197.0,0.2680272108843537,protomem
735,1.0,0.0,197.0,0.26766304347826086,policy
736,1.0,0.0,197.0,0.2672998643147897,policy
737,1.0,0.0,197.0,0.2669376693766938,policy
738,1.0,0.0,197.0,0.2665764546684709,protomem
739,0.0,1.0,198.0,0.26756756756756755,policy
740,1.0,0.0,198.0,0.26720647773279355,policy
741,1.0,0.0,198.0,0.2668463611859838,protomem
742,1.0,0.0,198.0,0.26648721399730824,policy
743,1.0,0.0,198.0,0.2661290322580645,protomem
744,1.0,0.0,198.0,0.2657718120805369,protomem
745,1.0,0.0,198.0,0.26541554959785524,policy
746,1.0,0.0,198.0,0.26506024096385544,policy
747,1.0,0.0,198.0,0.2647058823529412,policy
748,1.0,0.0,198.0,0.2643524699599466,policy
749,1.0,0.0,198.0,0.264,policy
750,1.0,0.0,198.0,0.2636484687083888,protomem
751,1.0,0.0,198.0,0.2632978723404255,policy
752,1.0,0.0,198.0,0.26294820717131473,protomem
753,1.0,0.0,198.0,0.2625994694960212,protomem
754,1.0,0.0,198.0,0.26225165562913905,protomem
755,1.0,0.0,198.0,0.2619047619047619,protomem
756,1.0,0.0,198.0,0.261558784676354,protomem
757,1.0,0.0,198.0,0.2612137203166227,policy
758,1.0,0.0,198.0,0.2608695652173913,protomem
759,1.0,0.0,198.0,0.26052631578947366,protomem
760,1.0,0.0,198.0,0.26018396846254926,policy
761,1.0,0.0,198.0,0.25984251968503935,protomem
762,1.0,0.0,198.0,0.2595019659239843,policy
763,1.0,0.0,198.0,0.2591623036649215,protomem
764,1.0,0.0,198.0,0.25882352941176473,policy
765,1.0,0.0,198.0,0.2584856396866841,protomem
766,1.0,0.0,198.0,0.258148631029987,policy
767,1.0,0.0,198.0,0.2578125,protomem
768,1.0,0.0,198.0,0.2574772431729519,protomem
769,1.0,0.0,198.0,0.2571428571428571,policy
770,1.0,0.0,198.0,0.25680933852140075,policy
771,1.0,0.0,198.0,0.25647668393782386,policy
772,1.0,0.0,198.0,0.25614489003880986,protomem
773,1.0,0.0,198.0,0.2558139534883721,protomem
774,1.0,0.0,198.0,0.25548387096774194,protomem
775,1.0,0.0,198.0,0.2551546391752577,protomem
776,1.0,0.0,198.0,0.2548262548262548,protomem
777,0.0,1.0,199.0,0.25578406169665807,policy
778,1.0,0.0,199.0,0.2554557124518614,policy
779,1.0,0.0,199.0,0.2551282051282051,protomem
780,1.0,0.0,199.0,0.25480153649167736,policy
781,1.0,0.0,199.0,0.2544757033248082,policy
782,1.0,0.0,199.0,0.2541507024265645,policy
783,1.0,0.0,199.0,0.2538265306122449,policy
784,1.0,0.0,199.0,0.2535031847133758,protomem
785,1.0,0.0,199.0,0.25318066157760816,policy
786,1.0,0.0,199.0,0.25285895806861497,policy
787,1.0,0.0,199.0,0.25253807106598986,protomem
788,1.0,0.0,199.0,0.2522179974651457,protomem
789,1.0,0.0,199.0,0.2518987341772152,protomem
790,1.0,0.0,199.0,0.2515802781289507,protomem
791,1.0,0.0,199.0,0.25126262626262624,policy
792,1.0,0.0,199.0,0.2509457755359395,protomem
793,1.0,0.0,199.0,0.2506297229219144,protomem
794,1.0,0.0,199.0,0.25031446540880503,paramcomp
795,1.0,0.0,199.0,0.25,policy
796,1.0,0.0,199.0,0.24968632371392724,policy
797,1.0,0.0,199.0,0.24937343358395989,protomem
798,1.0,0.0,199.0,0.2490613266583229,policy
799,1.0,0.0,199.0,0.24875,protomem
800,1.0,0.0,199.0,0.2484394506866417,protomem
801,0.0,1.0,200.0,0.24937655860349128,policy
802,1.0,0.0,200.0,0.24906600249066002,protomem
803,0.0,1.0,201.0,0.25,policy
804,0.0,1.0,202.0,0.25093167701863356,policy
805,0.0,1.0,203.0,0.2518610421836228,policy
806,0.0,1.0,204.0,0.2527881040892193,policy
807,0.0,1.0,205.0,0.2537128712871287,policy
808,0.0,1.0,206.0,0.2546353522867738,policy
809,0.0,1.0,207.0,0.25555555555555554,policy
810,0.0,1.0,208.0,0.2564734895191122,policy
811,0.0,1.0,209.0,0.25738916256157635,policy
812,0.0,1.0,210.0,0.25830258302583026,policy
813,0.0,1.0,211.0,0.2592137592137592,policy
814,0.0,1.0,212.0,0.26012269938650306,policy
815,1.0,0.0,212.0,0.25980392156862747,goalinfer
816,0.0,1.0,213.0,0.2607099143206854,policy
817,0.0,1.0,214.0,0.2616136919315403,policy
818,0.0,1.0,215.0,0.2625152625152625,policy
819,1.0,0.0,215.0,0.2621951219512195,policy
820,1.0,0.0,215.0,0.2618757612667479,policy
821,1.0,0.0,215.0,0.2615571776155718,policy
822,1.0,0.0,215.0,0.26123936816524906,policy
823,1.0,0.0,215.0,0.2609223300970874,protomem
824,1.0,0.0,215.0,0.2606060606060606,protomem
825,1.0,0.0,215.0,0.2602905569007264,protomem
826,1.0,0.0,215.0,0.2599758162031439,protomem
827,1.0,0.0,215.0,0.25966183574879226,protomem
828,1.0,0.0,215.0,0.25934861278648974,protomem
829,1.0,0.0,215.0,0.25903614457831325,protomem
830,1.0,0.0,215.0,0.25872442839951865,policy
831,1.0,0.0,215.0,0.25841346153846156,protomem
832,1.0,0.0,215.0,0.2581032412965186,protomem
833,1.0,0.0,215.0,0.2577937649880096,policy
834,1.0,0.0,215.0,0.25748502994011974,protomem
835,1.0,0.0,215.0,0.25717703349282295,policy
836,1.0,0.0,215.0,0.25686977299880526,protomem
837,1.0,0.0,215.0,0.256563245823389,protomem
838,1.0,0.0,215.0,0.2562574493444577,protomem
839,1.0,0.0,215.0,0.25595238095238093,protomem
840,0.0,1.0,216.0,0.2568370986920333,policy
841,0.0,1.0,217.0,0.25771971496437057,policy
842,0.0,1.0,218.0,0.2586002372479241,policy
843,0.0,1.0,219.0,0.259478672985782,policy
844,0.0,1.0,220.0,0.2603550295857988,policy
845,0.0,1.0,221.0,0.26122931442080377,policy
846,0.0,1.0,222.0,0.26210153482880755,policy
847,0.0,1.0,223.0,0.26297169811320753,policy
848,0.0,1.0,224.0,0.26383981154299174,policy
849,0.0,1.0,225.0,0.2647058823529412,policy
850,0.0,1.0,226.0,0.26556991774383076,policy
851,0.0,1.0,227.0,0.2664319248826291,policy
852,0.0,1.0,228.0,0.2672919109026964,policy
853,0.0,1.0,229.0,0.2681498829039813,policy
854,0.0,1.0,230.0,0.26900584795321636,policy
855,0.0,1.0,231.0,0.26985981308411217,policy
856,0.0,1.0,232.0,0.2707117852975496,policy
857,1.0,0.0,232.0,0.2703962703962704,protomem
858,0.0,1.0,233.0,0.2712456344586729,policy
859,0.0,1.0,234.0,0.27209302325581397,policy
860,1.0,0.0,234.0,0.27177700348432055,policy
861,1.0,0.0,234.0,0.271461716937355,protomem
862,1.0,0.0,234.0,0.2711471610660487,policy
863,1.0,0.0,234.0,0.2708333333333333,protomem
864,1.0,0.0,234.0,0.2705202312138728,policy
865,1.0,0.0,234.0,0.2702078521939954,policy
866,1.0,0.0,234.0,0.2698961937716263,protomem
867,1.0,0.0,234.0,0.2695852534562212,policy
868,0.0,1.0,235.0,0.27042577675489066,policy
869,1.0,0.0,235.0,0.27011494252873564,protomem
870,1.0,0.0,235.0,0.269804822043628,protomem
871,1.0,0.0,235.0,0.2694954128440367,protomem
872,1.0,0.0,235.0,0.26918671248568155,protomem
873,1.0,0.0,235.0,0.26887871853546913,paramcomp
874,1.0,0.0,235.0,0.26857142857142857,policy
875,1.0,0.0,235.0,0.2682648401826484,policy
876,1.0,0.0,235.0,0.26795895096921324,policy
877,1.0,0.0,235.0,0.26765375854214124,protomem
878,1.0,0.0,235.0,0.267349260523322,protomem
879,1.0,0.0,235.0,0.26704545454545453,protomem
880,1.0,0.0,235.0,0.2667423382519864,protomem
881,1.0,0.0,235.0,0.26643990929705214,protomem
882,1.0,0.0,235.0,0.26613816534541335,policy
883,1.0,0.0,235.0,0.2658371040723982,protomem
884,1.0,0.0,235.0,0.2655367231638418,protomem
885,1.0,0.0,235.0,0.2652370203160271,policy
886,1.0,0.0,235.0,0.2649379932356257,policy
887,0.0,1.0,236.0,0.26576576576576577,policy
888,1.0,0.0,236.0,0.265466816647919,protomem
889,1.0,0.0,236.0,0.2651685393258427,policy
890,1.0,0.0,236.0,0.2648709315375982,policy
891,1.0,0.0,236.0,0.2645739910313901,policy
892,1.0,0.0,236.0,0.2642777155655095,policy
893,0.0,1.0,237.0,0.2651006711409396,policy
894,1.0,0.0,237.0,0.264804469273743,protomem
895,1.0,0.0,237.0,0.26450892857142855,policy
896,0.0,1.0,238.0,0.2653288740245262,policy
897,1.0,0.0,238.0,0.2650334075723831,policy
898,1.0,0.0,238.0,0.26473859844271413,protomem
899,1.0,0.0,238.0,0.2644444444444444,protomem
900,1.0,0.0,238.0,0.2641509433962264,policy
901,1.0,0.0,238.0,0.2638580931263858,policy
902,1.0,0.0,238.0,0.26356589147286824,protomem
903,1.0,0.0,238.0,0.26327433628318586,protomem
904,1.0,0.0,238.0,0.26298342541436465,policy
905,1.0,0.0,238.0,0.26269315673289184,protomem
906,0.0,1.0,239.0,0.26350606394707826,policy
907,1.0,0.0,239.0,0.263215859030837,protomem
908,1.0,0.0,239.0,0.2629262926292629,policy
909,1.0,0.0,239.0,0.26263736263736265,policy
910,1.0,0.0,239.0,0.2623490669593853,protomem
911,1.0,0.0,239.0,0.26206140350877194,policy
912,1.0,0.0,239.0,0.2617743702081051,protomem
913,1.0,0.0,239.0,0.2614879649890591,policy
914,1.0,0.0,239.0,0.2612021857923497,protomem
915,1.0,0.0,239.0,0.2609170305676856,policy
916,1.0,0.0,239.0,0.2606324972737186,protomem
917,1.0,0.0,239.0,0.26034858387799564,protomem
918,1.0,0.0,239.0,0.2600652883569097,policy
919,1.0,0.0,239.0,0.2597826086956522,policy
920,0.0,1.0,240.0,0.26058631921824105,policy
921,0.0,1.0,241.0,0.2613882863340564,policy
922,0.0,1.0,242.0,0.26218851570964247,policy
923,0.0,1.0,243.0,0.262987012987013,policy
924,0.0,1.0,244.0,0.2637837837837838,policy
925,0.0,1.0,245.0,0.26457883369330454,policy
926,0.0,1.0,246.0,0.26537216828478966,policy
927,0.0,1.0,247.0,0.2661637931034483,policy
928,0.0,1.0,248.0,0.26695371367061355,policy
929,0.0,1.0,249.0,0.267741935483871,policy
930,1.0,0.0,249.0,0.26745435016111707,goalinfer
931,0.0,1.0,250.0,0.26824034334763946,policy
932,0.0,1.0,251.0,0.2690246516613076,policy
933,1.0,0.0,251.0,0.26873661670235544,goalinfer
934,0.0,1.0,252.0,0.2695187165775401,policy
935,0.0,1.0,253.0,0.2702991452991453,policy
936,0.0,1.0,254.0,0.2710779082177161,policy
937,1.0,0.0,254.0,0.27078891257995735,protomem
938,0.0,1.0,255.0,0.2715654952076677,policy
939,0.0,1.0,256.0,0.2723404255319149,policy
940,0.0,1.0,257.0,0.2731137088204038,policy
941,0.0,1.0,258.0,0.27388535031847133,policy
942,0.0,1.0,259.0,0.27465535524920465,policy
943,0.0,1.0,260.0,0.2754237288135593,policy
944,0.0,1.0,261.0,0.2761904761904762,policy
945,0.0,1.0,262.0,0.2769556025369979,policy
946,0.0,1.0,263.0,0.27771911298838436,policy
947,0.0,1.0,264.0,0.27848101265822783,policy
948,0.0,1.0,265.0,0.2792413066385669,policy
949,0.0,1.0,266.0,0.28,policy
950,0.0,1.0,267.0,0.2807570977917981,policy
951,0.0,1.0,268.0,0.2815126050420168,policy
952,0.0,1.0,269.0,0.28226652675760755,policy
953,0.0,1.0,270.0,0.2830188679245283,policy
954,0.0,1.0,271.0,0.2837696335078534,policy
955,0.0,1.0,272.0,0.28451882845188287,policy
956,0.0,1.0,273.0,0.2852664576802508,policy
957,0.0,1.0,274.0,0.2860125260960334,policy
958,0.0,1.0,275.0,0.2867570385818561,policy
959,0.0,1.0,276.0,0.2875,policy
960,1.0,0.0,276.0,0.28720083246618106,policy
961,1.0,0.0,276.0,0.2869022869022869,policy
962,1.0,0.0,276.0,0.2866043613707165,protomem
963,1.0,0.0,276.0,0.2863070539419087,protomem
964,1.0,0.0,276.0,0.2860103626943005,protomem
965,1.0,0.0,276.0,0.2857142857142857,policy
966,1.0,0.0,276.0,0.2854188210961737,protomem
967,1.0,0.0,276.0,0.28512396694214875,policy
968,1.0,0.0,276.0,0.2848297213622291,protomem
969,1.0,0.0,276.0,0.2845360824742268,protomem
970,1.0,0.0,276.0,0.2842430484037075,protomem
971,1.0,0.0,276.0,0.2839506172839506,protomem
972,1.0,0.0,276.0,0.28365878725590954,goalinfer
973,1.0,0.0,276.0,0.28336755646817247,policy
974,1.0,0.0,276.0,0.28307692307692306,protomem
975,1.0,0.0,276.0,0.2827868852459016,protomem
976,1.0,0.0,276.0,0.28249744114636643,protomem
977,1.0,0.0,276.0,0.2822085889570552,goalinfer
978,1.0,0.0,276.0,0.2819203268641471,policy
979,1.0,0.0,276.0,0.2816326530612245,policy
980,1.0,0.0,276.0,0.28134556574923547,policy
981,1.0,0.0,276.0,0.28105906313645623,policy
982,1.0,0.0,276.0,0.2807731434384537,protomem
983,1.0,0.0,276.0,0.2804878048780488,protomem
984,1.0,0.0,276.0,0.2802030456852792,protomem
985,1.0,0.0,276.0,0.2799188640973631,policy
986,1.0,0.0,276.0,0.2796352583586626,protomem
987,1.0,0.0,276.0,0.2793522267206478,policy
988,1.0,0.0,276.0,0.27906976744186046,protomem
989,1.0,0.0,276.0,0.2787878787878788,protomem
990,1.0,0.0,276.0,0.2785065590312815,protomem
991,1.0,0.0,276.0,0.2782258064516129,protomem
992,1.0,0.0,276.0,0.27794561933534745,goalinfer
993,1.0,0.0,276.0,0.2776659959758551,policy
994,1.0,0.0,276.0,0.27738693467336684,protomem
995,1.0,0.0,276.0,0.27710843373493976,protomem
996,1.0,0.0,276.0,0.2768304914744233,protomem
997,1.0,0.0,276.0,0.27655310621242485,goalinfer
998,1.0,0.0,276.0,0.27627627627627627,policy
999,1.0,0.0,276.0,0.276,policy
1000,0.0,1.0,277.0,0.27672327672327673,policy
1001,0.0,1.0,278.0,0.2774451097804391,policy
1002,0.0,1.0,279.0,0.2781655034895314,policy
1003,0.0,1.0,280.0,0.2788844621513944,policy
1004,0.0,1.0,281.0,0.2796019900497512,policy
1005,0.0,1.0,282.0,0.2803180914512923,policy
1006,0.0,1.0,283.0,0.2810327706057597,policy
1007,0.0,1.0,284.0,0.28174603174603174,policy
1008,0.0,1.0,285.0,0.28245787908820613,policy
1009,0.0,1.0,286.0,0.28316831683168314,policy
1010,0.0,1.0,287.0,0.2838773491592483,policy
1011,0.0,1.0,288.0,0.2845849802371542,policy
1012,0.0,1.0,289.0,0.28529121421520237,policy
1013,0.0,1.0,290.0,0.2859960552268245,policy
1014,0.0,1.0,291.0,0.28669950738916256,policy
1015,0.0,1.0,292.0,0.2874015748031496,policy
1016,0.0,1.0,293.0,0.288102261553589,policy
1017,0.0,1.0,294.0,0.2888015717092338,policy
1018,0.0,1.0,295.0,0.28949950932286556,policy
1019,0.0,1.0,296.0,0.2901960784313726,policy
1020,0.0,1.0,297.0,0.2908912830558276,policy
1021,0.0,1.0,298.0,0.29158512720156554,policy
1022,0.0,1.0,299.0,0.29227761485826004,policy
1023,0.0,1.0,300.0,0.29296875,policy
1024,0.0,1.0,301.0,0.29365853658536584,policy
1025,0.0,1.0,302.0,0.29434697855750486,policy
1026,0.0,1.0,303.0,0.29503407984420643,policy
1027,0.0,1.0,304.0,0.29571984435797666,policy
1028,0.0,1.0,305.0,0.29640427599611274,policy
1029,0.0,1.0,306.0,0.2970873786407767,policy
1030,0.0,1.0,307.0,0.29776915615906885,policy
1031,0.0,1.0,308.0,0.29844961240310075,policy
1032,1.0,0.0,308.0,0.29816069699903197,goalinfer
1033,0.0,1.0,309.0,0.2988394584139265,policy
1034,0.0,1.0,310.0,0.2995169082125604,policy
1035,0.0,1.0,311.0,0.3001930501930502,policy
1036,0.0,1.0,312.0,0.3008678881388621,policy
1037,0.0,1.0,313.0,0.3015414258188825,policy
1038,0.0,1.0,314.0,0.30221366698748797,policy
1039,0.0,1.0,315.0,0.30288461538461536,policy
1040,0.0,1.0,316.0,0.3035542747358309,policy
1041,0.0,1.0,317.0,0.30422264875239924,policy
1042,1.0,0.0,317.0,0.30393096836049854,policy
1043,1.0,0.0,317.0,0.303639846743295,policy
1044,1.0,0.0,317.0,0.3033492822966507,protomem
1045,1.0,0.0,317.0,0.3030592734225621,policy
1046,1.0,0.0,317.0,0.3027698185291309,protomem
1047,1.0,0.0,317.0,0.30248091603053434,policy
1048,1.0,0.0,317.0,0.30219256434699715,policy
1049,0.0,1.0,318.0,0.3028571428571429,policy
1050,0.0,1.0,319.0,0.30352045670789723,policy
1051,1.0,0.0,319.0,0.3032319391634981,policy
1052,1.0,0.0,319.0,0.3029439696106363,protomem
1053,1.0,0.0,319.0,0.3026565464895636,paramcomp
1054,1.0,0.0,319.0,0.3023696682464455,protomem
1055,1.0,0.0,319.0,0.3020833333333333,policy
1056,1.0,0.0,319.0,0.30179754020813626,policy
1057,1.0,0.0,319.0,0.30151228733459357,policy
1058,1.0,0.0,319.0,0.3012275731822474,protomem
1059,0.0,1.0,320.0,0.3018867924528302,policy
1060,0.0,1.0,321.0,0.30254476908576816,policy
1061,0.0,1.0,322.0,0.3032015065913371,policy
1062,0.0,1.0,323.0,0.30385700846660396,policy
1063,0.0,1.0,324.0,0.30451127819548873,policy
1064,0.0,1.0,325.0,0.3051643192488263,policy
1065,0.0,1.0,326.0,0.3058161350844278,policy
1066,0.0,1.0,327.0,0.3064667291471415,policy
1067,1.0,0.0,327.0,0.3061797752808989,protomem
1068,0.0,1.0,328.0,0.3068288119738073,policy
1069,0.0,1.0,329.0,0.3074766355140187,policy
1070,0.0,1.0,330.0,0.3081232492997199,policy
1071,0.0,1.0,331.0,0.3087686567164179,policy
1072,0.0,1.0,332.0,0.30941286113699906,policy
1073,0.0,1.0,333.0,0.3100558659217877,policy
1074,0.0,1.0,334.0,0.31069767441860463,policy
1075,0.0,1.0,335.0,0.31133828996282525,policy
1076,0.0,1.0,336.0,0.31197771587743733,policy
1077,0.0,1.0,337.0,0.31261595547309834,policy
1078,0.0,1.0,338.0,0.3132530120481928,policy
1079,0.0,1.0,339.0,0.3138888888888889,policy
1080,1.0,0.0,339.0,0.3135985198889917,protomem
1081,1.0,0.0,339.0,0.3133086876155268,policy
1082,1.0,0.0,339.0,0.31301939058171746,policy
1083,1.0,0.0,339.0,0.31273062730627305,protomem
1084,1.0,0.0,339.0,0.31244239631336407,policy
